,station_id,Review,accessibility and availability_positive,amenities and location_positive,charging speed and efficiency_positive,compatibility and connectivity_positive,customer service_positive,ease of use_positive,payment Options_positive,price and cost_positive,queue and waiting time_positive,reliability and maintenance_positive,safety_positive,user-interface and mobile app_positive,accessibility and availability_negative,amenities and location_negative,charging speed and efficiency_negative,compatibility and connectivity_negative,customer service_negative,ease of use_negative,payment Options_negative,price and cost_negative,queue and waiting time_negative,reliability and maintenance_negative,safety_negative,user-interface and mobile app_negative
5449,2537,"Use the Vine St entrance. Charger is on the lower level on the right, just past the jog in the parking.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,27,Convenient Free charging next to UF Veterinary hospital.   These are ChargePoint chargers so you will need the chargepoint App or fob to activate.  Please observe the 4hour charge limit posted.,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3859,1799,"Many open slots when I visited. Did not reach top charge speeds (topped out at 76 kW)

Located near a convenience store",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8859,4167,Convenient just off I-5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5778,2702,"Lots of open pedestals at V3 charger located at the Kingman visitor center with exhibits of historic Route 66, gift shops, rest rooms and air conditioning! Great facility to be adjacent to a supercharger!",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4435,2056,"New style chargers. All 4 functioning. CCS, 6/12/22",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,186,"Newly opened, bunch of spots(16 I believe). You do need to pay parking for American Dream to get in. Very close to AD entrance, so that’s nice. Charging is supposed to be quick but so am only get 150mile/h, even though I am the only car charging there, not sure why.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12173,4062,CCS charger doesn't work.  Don't count on this to be there. Plan another route.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6794,3160,"In around 45 mins you can get 80% back and also there's one extra station it is slow charging but you can stay overnight.

I'm driving an ioniq 5",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6184,2872,"Great supercharger. It is in the Meijer parking lot. Charges at 100 kWt. We bought a couple things we needed after leaving Kings Island while charging. It is well lit, easy to get to and convenient. McDonalds and other places are reasonably close also.",1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9629,191,10.24.2022 I don't have electricity vehicles so 2 star. I was asking some people it's cheaper than gas...lol but vehicles costly than gas vehical..,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
975,476,"Nice pit stop,  there would have been no waiting if people returned to their car when the charging is finished.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11944,3635,They charge $20 for every visit and it doesn't matter what the machine tells you.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8388,3916,Great place to recharge when heading up north from the Twin Cities or back. Plenty of open stalls any time I've stopped there and you can do a quick pit stop and leg stretch in the nearby casino.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3899,1813,This supercharger is advertised as up to 250kW but I can never get a charge above 30kW. It’s SOOOOO slow. I’ve tried every stall and the slow charge is the same. Luckily the Shell folks are super nice and the burgers are really good.,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7420,3447,"Only accessible through valet.
I used a Tesla Tap to charge my Mach-e while vacationing and staying in New Orleans.
PS this hotel is terrific.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6354,2959,"This location is being plagued with issues on their chargers… I been coming here for over a year and have never seen all 4 bays operational. On average only two are running. I have called every time to try and get them to fix the issues but it’s never 100%
Electrify America please fix your chargers and install additional bays and/or locations.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6150,2855,It costs more to charge here than in the Tesla Supercharger or AmericaElectrify,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9269,4410,"One station wasn't working and I didn't get 250kw.   One other car was there, but I was on 2 they were on 1.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
196,96,Tesla plug is broken.  Chademo is up and running if you have a Shell RFID card.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
870,427,"Near 24hr gas station. Trashcans available right next to Tesla charger, windshield sponges at the nearby station. Grassy area nearby where you can walk a pet. Clean facility overall, good enough restroom. Negative was we went through a toll plaza to get from 76 northbound to this location.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9468,16,"Update,  just went to charge my car. Bolt charging beside me. CHAdeMO wouldn't work. Called support. They said only one car can charge at a time. What?! Never,  ever heard that before. Why have 2 then",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2625,1256,"Over it was okay. App on my phone and the station were not communicating. But costumer service was able to help and get me charged. It took about 10 or 12 minutes to begin charging. Because of the hassle, it was a commentary charge. Also, be prepared to deal with non EV parked in front of stations.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2238,1064,Great free fast charging,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8947,4224,"No washrooms. Petro washrooms across the street closed due to ""vandalism"", washrooms at general store beside Petro for customers only. Washrooms a few hundred yards west at visitor centre.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8905,4195,Is a slow charger but the lake is a nice touch. We stayed here for 2 hours and it give us 40 miles. I recommend bringing food and drinks. Plenty of restrooms and picnic tables.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4182,1939,"Clean, well lit, souvenir-tourist-travelstop stuff, hot and cold drinks and foods, snacks.   Clean Bathroom (men's), large, 8 individual toilet stalls, 10 or so urinals.  Everything was tiled and clean.
20 gas pumps.
8 Tesla Superchargers.  I checked the EV stations at night and in daylight. The EV chargers are on the edge of the parking lot, but well within the sight lines of the Store, and well lit at night.  No roof, though.
No non-Tesla chargers were visible.
There are small shops within walking distance (200m).
About 1 km west, on the access road, is Robert's Steakhouse.  Eat here!",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3519,1646,I love this level 3 DC fast charger! It charges my car so fast.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10014,767,"Didn't charge my car, became ""unavalible"" and won't unlock now.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7880,3665,Usually has a spot open.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,635,Worked well for me over the last week for a long trip stop. If not on Sunday you will have a Chick-fil-A within walking distance of the charger or go to Walmart.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11620,3075,Bad area of Rome to be sitting in your car waiting for it to charge.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1436,683,Convenient. Easy. Much appreciated,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5984,2783,Lots of chargers and nice being at a Wawa. Can grab some food while I wait. Keep in mind there are chargers on both sides of the building. The west side is always packed and east side is always thin.,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,280,I find it very good and accessible,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6832,3176,"Easy to use payment sytem. No app needed. Very fast charging, great location to shop and eat while you wait for the charge.
It was a bit pricier than some others. But since it worked quickly and efficiently I think it was worth spending the extra money.",0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2276,1084,"Functions properly at the point I used. It was nice because it's free, but think they close the gate at night.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3116,1473,Worked great!!! Close to the winery.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,165,"It is public and in the very back of the building,
but the charger is breaking apart: the prongs are all messed up almost bent my car port and plus the charge is slow* (not a super charger). Only one available and would've taken 5 hours to gain 60% charge. I drove the hour to Waco and got free coffee while I shopped... #Better",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2945,1398,A real fast charger with 120kw and plenty to do around here. Restaurants and mejier,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8525,3988,43kW with no one else charging; pre-conditioned and low-medium battery. Requires IVY app.,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4949,2299,"Many chargers, a little down from other chargers that were close. These ones are faster and nicer part of town. During regular hours, bathrooms inside Route 66 but don’t know on off hours.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2928,1389,Pretty nice and quiet place to charge.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2478,1175,Very convenient and easy to pull get in. The site is located off the main parking lot which reduces traffic. All chargers but one were working. The appends were great and we got to 80% in 13 mins. If we had more time we’d check out the National corvette museum. First time we’ve been to an electrify america at a non Walmart/sams club location. Hope more like these pop up soon. I’m sure will be back as this is one of the only chargers on the route.,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6696,3121,"Good supercharger spot, back in only stalls. Not much for healthy food options. Stalls are also split up weird so you may be best to pull beside someone so pay attention to the a’s and b’s.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8530,3991,"No issues , good location.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12382,4402,Always a wait here. Only 6 chargers and one wasn’t working!! Wish I had my gas car!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5475,2549,Absolutely nothing to do here beyond charging your EV or filling up a CNG vehicle but it serves a purpose and I'm really glad it was there.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9882,576,This is the worst charging station I have been to. We waited 1.5 hours to charge for 25 mins. Most of the stalls were taken up by cars done charging already and just leaving car unattended. I found one spot where the car wasn't even plugged in and security did end up giving it a citation. They are trying to manage the situation but overall bad experience,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
9125,4322,"Weird location to find without knowing about it beforehand. Only accessible easily coming from the south side of the mall. Once there it's a decent area, but with a pretty large amount of foot traffic around the cars at times.

Being walking distance from the mall with all it's services is great however, and the chargers are both reliable and rarely full.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2289,1091,"I have repeatedly experienced issues with PGE's charging service, which seems to be consistently unavailable. It appears that PGE is solely focused on collecting monthly subscription fees and doesn't prioritize customer satisfaction. Despite my efforts to reach out to them through their customer service number and provide feedback about the poor situation, there have been no improvements made. In my experience, Electrify America has proven to be a much more dependable and accessible charging option compared to PGE's stations.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9868,566,"Great clean location with brand new chargers frequented by ghetto, trashy Tesla owners/renters/Uber drivers. It’s a shame Tivoli security is not handing out citations and banning offenders.

I myself drive full time with Uber. I live down the street and come here daily at night only to find pee bottles and fast food bags directly in the parking spots. I can only assume most of the trash is left behind by the same peasants that leave pee bottles and fast food bags at the Uber/Lyft airport staging lot.

OH AND BTW, some of the cables facing the apartment complex wall are not long enough. The concrete/rubber stoppers prevent the cars for backing in all the way to reach the cables.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
58,30,"Convenient and easy to use. Including ChaDEMO charging. (Wish bathrooms were nearby, but charging went quickly enough.)",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12015,3777,Only one level 2 charger is accessible. It seems the other two must be behind some gate.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4833,2243,"Usually pretty open when I've gone to charge. If you have a Tesla make sure you have the proper extension, they don't have Tesla adapters!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12022,3790,Need more Fast chargers!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,266,Both 125kw chargers down won’t communicate! Stick with Tesla chargers!,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9577,141,"Works, but slow... used to be DC fast chargers here...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11409,2731,ChaDemo charger doesn't fit Chevy Volt/Bolt/Cadillac ELR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3198,1516,"The charger I was using broke right after I left. Also costs 1 dollar per hour to park there. Charging is actually semaconnect but is free, just make sure you've got your adapter. Also one of the two spaces is adjacent to a wall so people can't get out from your passenger side of you back in. That's the charger that broke on me.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
11770,3340,"I was disappointed with a person has unplugged and disconnected my Chevrolet Bolt from EV charging ang plug in her (look like a girl car) Chevrolet Bolt while my battery wasn't 80%, I respect others and come back when it was available.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1796,854,Got a complementary charge session here on our drive from Boston to Delaware.  Great also to have a McDonalds 30 feet away with quick service and a clean bathroom.,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8343,3893,"Booo, what the heck is anyone going to do with a 6.5kw charger at a rest stop? Should’ve been 50kw here.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,392,"4 Tesla and one ChargePoint chargers. On the ground floor, back wall of this parking garage. Didn't have any issues with non-EVs parking in the spots, even when the garage was busy.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8940,4218,"First hour free
Then $2/h",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606,771,Nice location. Peaked at 197 kW with 5 Teslas charging. McDonalds and Grocery store in same parking lot. Forward parking slots.,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4599,2129,Version 3 Tesla Supercharger with 250kW charging for all stalls. Not an easy location to find so follow your navigation carefully. Clean location with food nearby.,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6857,3186,Not a lot of people know about this charging station and it's not visible from the road and a paper mill to boot. There is another station less the a mile from this one at the Hampton inn and suites downtown parking lot.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6508,3032,Easy and fast.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5141,2385,"Thanks for the free charging, Volta",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12184,4083,Very slow charging plus you have to download an app and ‘load’ your account before you can charge your vehicle instead of simply accepting a credit card or charging the exact amount to a stored credit card.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2242,1066,"Dunkin charging station.
Download the EVgo app before you arrive.  The machine would not take any of my cards, I had to call the # and they got me connected and charging pretty quick. The charge was fast but also expensive.  Fyi: 200 miles for $18 = $11 a gallon. Part of that is a $4.95 transaction fee, im not sure if that is a one time charge or its every time you charge. This was my first time paying for a charge and I
got about 200 miles in 1 hour.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
9286,4416,Very easy access and easy to use.,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2804,1339,Nice charging station. Nice people around,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5878,2743,"FREE! Only 200V. 18mi/hr. But, FREE!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2628,1257,"Great location , next to Starbucks and gas station . Also close to a Cracker Barrel. All the chargers were up and running !!!",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5579,2599,Working fine. A lot of places to eat near by.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6811,3166,"Great supercharger just off of I84 and easily accessible going west or east. 250 kW peak changing. Museum ($5pp) and Oregon Welcome Center (free) in shared building; when closed, there is a portable toilet available. Dog relief area also nearby. Perfect spot!",4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5527,2573,Great location. There is a nice strip mall with lots of food options. Southbound the exit comes right up to the superchargers. Northbound exit takes you to the other side of the strip mall so you have to drive to the right side. No biggie.,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,8,If there were car vacuums and trash cans on site it sure would make charging very efficient.,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
